id,spanish,english,level,partOfSpeech,imageQuery
1034,"argumentación","argumentation",B2,noun,"debate team speaking"
1035,"armado","armed",B2,adjective,"medieval armor knight"
1036,"arrogancia","arrogance",B2,noun,"pompous haughty expression"
1037,"articulación","articulation",B2,noun,"anatomical joint skeletal"
1038,"artificialidad","artificiality",B2,noun,"glowing neon light plant"
1039,"asegurable","insurable",B2,adjective,"shield protection document"
1040,"asimetría","asymmetry",B2,noun,"asymmetrical geometric shape"
1041,"asimilación","assimilation",B2,noun,"sponge absorbing water"
1042,"asociativo","associative",B2,noun,"connected brain network"
1043,"asombroso","astonishing",B2,adjective,"starry night galaxy view"
1044,"astucia","cunning astuteness",B2,noun,"clever fox animal"
1045,"atenuar","to attenuate soften",B2,verb,"dimming light slider"
1046,"atípico","atypical",B2,adjective,"black sheep unique flock"
1047,"atractivo visual","visual appeal",B2,noun,"stunning colorful artwork"
1048,"atributo","attribute",B2,noun,"golden crown royalty emblem"
1049,"audaz","bold daring",B2,adjective,"rock climber brave leap"
1050,"autonomía","autonomy",B2,noun,"bird flying out cage"
1051,"avanzado","advanced",B2,adjective,"futuristic quantum computer"
1052,"avistamiento","sighting",B2,noun,"spotting whale ocean"
1053,"balance","balance sheet",B2,noun,"financial balance scale"
1054,"banca","banking sector",B2,noun,"financial district bank"
1055,"bancarrota","bankruptcy",B2,noun,"broken piggy bank empty"
1056,"barrera","barrier",B2,noun,"roadblock barrier sign"
1057,"bastan","sufficient",B2,adjective,"filled measure cup"
1058,"bienestar","wellbeing",B2,noun,"peaceful yoga sunrise"
1059,"bipolaridad","bipolarity",B2,noun,"two contrasting masks drama"
1060,"bomba","pump",B2,noun,"water pump industrial"
1061,"brote","outbreak",B2,noun,"green sprout soil"
1062,"búsqueda activa","active search",B2,noun,"magnifying glass map search"
1063,"cableado","wiring",B2,noun,"complex electrical wiring"
1064,"caducidad","expiration",B2,noun,"calendar expiration date"
1065,"calibración","calibration",B2,noun,"precision dial tuning"
1066,"camuflaje","camouflage",B2,noun,"chameleon camouflage leaf"
1067,"canalización","channeling",B2,noun,"water canal aqueduct"
1068,"cáncer","cancer research",B2,noun,"medical research microscope"
1069,"candidatura","candidacy",B2,noun,"election ballot box"
1070,"caos","chaos",B2,noun,"chaotic swirling colors"
1071,"capitalismo feroz","wild capitalism",B2,noun,"stock market ticker exchange"
1072,"cápsula","capsule",B2,noun,"space capsule orbit"
1073,"caracterización","characterization",B2,noun,"theatrical makeup stage"
1074,"carencia","shortage lack",B2,noun,"dry cracked desert earth"
1075,"carga","cargo load",B2,noun,"freight ship container"
1076,"cátedra","professorship",B2,noun,"university lecture auditorium"
1077,"cauce","riverbed channel",B2,noun,"winding riverbed rocks"
1078,"cautela","caution",B2,noun,"walking carefully ice"
1079,"cavidad","cavity",B2,noun,"deep cave opening"
1080,"celeste","celestial",B2,adjective,"celestial star galaxy"
1081,"célula","biological cell",B2,noun,"microscopic living cell"
1082,"censura","censorship",B2,noun,"censored document bar"
1083,"certeza","certainty",B2,noun,"solid concrete block"
1084,"chasis","chassis",B2,noun,"car metal chassis frame"
1085,"ciclón","cyclone",B2,noun,"whirling ocean cyclone"
1086,"circuito","electronic circuit",B2,noun,"microchip circuit board"
1087,"circular","circular",B2,adjective,"circular geometric design"
1088,"circulante","circulating",B2,adjective,"currency paper cash"
1089,"citación","subpoena citation",B2,noun,"official court document"
1090,"civilización","civilization",B2,noun,"ancient maya pyramid"
1091,"clamor","clamor",B2,noun,"cheering crowd stadium"
1092,"clarividencia","clairvoyance",B2,noun,"glowing crystal ball"
1093,"cláusula","contract clause",B2,noun,"legal contract document"
1094,"cohesión","cohesion",B2,noun,"united team hands"
1095,"coincidencia","coincidence",B2,noun,"two identical clocks"
1096,"colectivo","collective",B2,noun,"group community unity"
1097,"colosal","colossal",B2,adjective,"massive giza pyramid"
1098,"columna vertebral","spine",B2,noun,"human spine skeleton"
1099,"combustión","combustion",B2,noun,"flaming fire combustion"
1100,"cometa","comet",B2,noun,"glowing comet sky"
1101,"compartimento","compartment",B2,noun,"luggage compartment train"
1102,"compatibilidad","compatibility",B2,noun,"puzzle pieces locking"
1103,"compensación","compensation",B2,noun,"scales of balance equal"
1104,"competitividad","competitiveness",B2,noun,"sprinters starting block"
1105,"complementario","complementary",B2,adjective,"yin yang harmony"
1106,"complicidad","complicity",B2,noun,"secret wink allies"
1107,"componente","component",B2,noun,"electronic component chip"
1108,"comprensible","comprehensible",B2,adjective,"clear chalk diagram"
1109,"comprensivo","understanding",B2,adjective,"comforting friend hand"
1110,"comprobación","verification",B2,noun,"checklist green tick"
1111,"computación","computing",B2,noun,"supercomputer server rack"
1112,"comunicador","communicator",B2,noun,"radio tower antenna"
1113,"conceder","to grant award",B2,verb,"handing golden trophy"
1114,"concentración mental","mental focus",B2,noun,"chess grandmaster focus"
1115,"concepción","conception notion",B2,noun,"architect sketch model"
1116,"concesión","concession grant",B2,noun,"signing franchise license"
1117,"concilio","council",B2,noun,"council table delegates"
1118,"conciso","concise",B2,adjective,"bullet points list"
1119,"conclusión lógica","logical conclusion",B2,noun,"puzzle complete picture"
1120,"concreción","concretion",B2,noun,"solid rock formation"
1121,"concurrencia","concurrency",B2,noun,"simultaneous computer threads"
1122,"condena","sentence conviction",B2,noun,"courtroom gavel judgment"
1123,"condensación","condensation",B2,noun,"water droplets glass"
1124,"condescendencia","condescension",B2,noun,"smug facial expression"
1125,"conductividad","conductivity",B2,noun,"copper wire electricity"
1126,"conectividad","connectivity",B2,noun,"global wifi connection"
1127,"confección","tailoring",B2,noun,"sewing machine fabric"
1128,"confidencialidad","confidentiality",B2,noun,"padlock secret envelope"
1129,"configuración","configuration",B2,noun,"settings gear wheel"
1130,"confinamiento","confinement",B2,noun,"cozy room indoor"
1131,"confirmatorio","confirmatory",B2,adjective,"approved green stamp"
1132,"confiscación","confiscation",B2,noun,"customs inspector boxes"
1133,"conformidad","conformity",B2,noun,"identical paper cutouts"
1134,"confortable","comfortable",B2,adjective,"plush cozy armchair"
1135,"confrontación","confrontation",B2,noun,"two rams clashing horns"
1136,"congelación","freezing",B2,noun,"frozen lake ice"
1137,"congestión","congestion",B2,noun,"heavy highway traffic jam"
1138,"conglomerado","conglomerate",B2,noun,"skyscrapers business district"
1139,"conjetura","conjecture",B2,noun,"detective evidence board"
1140,"conjunción","conjunction",B2,noun,"planets moon alignment"
1141,"conmemoración","commemoration",B2,noun,"memorial statue flowers"
1142,"conmoción","commotion shock",B2,noun,"gasping surprised audience"
1143,"connotación","connotation",B2,noun,"speech bubble symbol"
1144,"consecutivo","consecutive",B2,adjective,"numbered domino tiles"
1145,"consenso","consensus",B2,noun,"unanimous raised hands"
1146,"consentimiento","consent",B2,noun,"signing consent form"
1147,"consecución","achievement",B2,noun,"climbing summit flag"
1148,"consecuente","consistent",B2,adjective,"steady line graph"
1149,"conservación natural","nature conservation",B2,noun,"national park forest"
1150,"consignación","consignment",B2,noun,"cargo shipment boxes"
1151,"consistencia","consistency",B2,noun,"thick ceramic clay"
1152,"conspiración","conspiracy",B2,noun,"whispering in shadow"
1153,"constancia","perseverance",B2,noun,"marathon runner grit"
1154,"constelación","constellation",B2,noun,"night sky star pattern"
1155,"constituyente","constituent",B2,noun,"voter ballot box"
1156,"constricción","constriction",B2,noun,"tightened rope knot"
1157,"construcción naval","shipbuilding",B2,noun,"shipyard vessel crane"
1158,"cónsul","consul",B2,noun,"consulate diplomatic office"
1159,"contaminante","pollutant",B2,noun,"factory exhaust chimney"
1160,"contemplación","contemplation",B2,noun,"person viewing mountain horizon"
1161,"contemporáneo","contemporary",B2,adjective,"modern architecture glass"
1162,"contenido digital","digital content",B2,noun,"video editing screen"
1163,"contingencia","contingency",B2,noun,"emergency fire exit"
1164,"continuo","continuous",B2,adjective,"endless winding road"
1165,"contradicción","contradiction",B2,noun,"two opposite direction arrows"
1166,"contraindicación","contraindication",B2,noun,"medicine warning label"
1167,"contrapeso","counterweight",B2,noun,"crane counterweight balance"
1168,"contraste","contrast",B2,noun,"black and white photograph"
1169,"contratación","hiring recruitment",B2,noun,"shaking hands new employee"
1170,"contribuyente","taxpayer",B2,noun,"person calculating tax form"
1171,"controversia","controversy",B2,noun,"newspaper controversy headline"
1172,"convención","convention",B2,noun,"exhibition center hall"
1173,"convergencia","convergence",B2,noun,"merging highway lanes"
1174,"conversión","conversion",B2,noun,"currency exchange rates"
1175,"convocatoria","call announcement",B2,noun,"bulletin board announcement"
1176,"cooperativo","cooperative",B2,adjective,"team rowing boat together"
1177,"coordenada","coordinate",B2,noun,"gps map coordinates"
1178,"corporación","corporation",B2,noun,"glass skyscraper headquarters"
1179,"corrección de errores","bug fix",B2,noun,"fixing computer code"
1180,"correlación","correlation",B2,noun,"scatter plot chart correlation"
1181,"corresponsal","correspondent",B2,noun,"tv news reporter mic"
1182,"corrupción","corruption",B2,noun,"bribe money envelope"
1183,"cómputo","computation",B2,noun,"binary matrix code"
1184,"cotización","stock quote",B2,noun,"stock market price screen"
1185,"creatividad técnica","technical creativity",B2,noun,"robotic engineer blueprint"
1186,"credibilidad","credibility",B2,noun,"trusted seal guarantee"
1187,"credencial","credential",B2,noun,"id badge lanyard"
1188,"creencias","beliefs",B2,noun,"meditation peaceful temple"
1189,"cristalización","crystallization",B2,noun,"growing quartz crystal"
1190,"criterio científico","scientific criterion",B2,noun,"laboratory research test"
1191,"cronología","chronology",B2,noun,"historical timeline chart"
1192,"crucial","crucial",B2,adjective,"key pivot decision crossroads"
1193,"cualitativo","qualitative",B2,adjective,"focus group interview"
1194,"cuantificable","quantifiable",B2,adjective,"measuring tape ruler"
1195,"cuestionamiento","questioning",B2,noun,"person questioning belief"
1196,"cumplimiento","compliance",B2,noun,"green checkmark audit"
1197,"cúpula","dome",B2,noun,"cathedral glass dome"
1198,"curiosidad científica","scientific curiosity",B2,noun,"child looking galaxy telescope"
1199,"declaraión","declaration",B2,noun,"historic declaration scroll"
1200,"deducción","deduction",B2,noun,"sherlock magnifying glass"
1201,"almohada","pillow",A1,noun,"soft white pillow bed"
1202,"sábana","bed sheet",A1,noun,"clean white bed sheet"
1203,"manta","blanket",A1,noun,"warm cozy blanket sofa"
1204,"toalla","towel",A1,noun,"clean bath towel"
1205,"jabón","soap",A1,noun,"bar of scented soap"
1206,"champú","shampoo",A1,noun,"shampoo bottle bathroom"
1207,"cepillo","brush",A1,noun,"hair brush vanity"
1208,"peine","comb",A1,noun,"hair comb dresser"
1209,"espejo","mirror",A1,noun,"bathroom wall mirror"
1210,"armario","wardrobe / closet",A1,noun,"wooden clothes wardrobe"
1211,"cajón","drawer",A1,noun,"open wooden drawer"
1212,"estante","shelf",A1,noun,"wooden wall shelf books"
1213,"alfombra","carpet / rug",A1,noun,"cozy living room rug"
1214,"cortina","curtain",A1,noun,"window curtains elegant"
1215,"sofá","sofa / couch",A1,noun,"comfortable living room sofa"
1216,"sillón","armchair",A1,noun,"cozy reading armchair"
1217,"lámpara","lamp",A1,noun,"table reading lamp glowing"
1218,"cuadro","painting / picture",A1,noun,"framed art painting wall"
1219,"reloj","clock / watch",A1,noun,"wall clock time"
1220,"jarrón","vase",A1,noun,"flower vase table"
1221,"flor","flower",A1,noun,"blooming colorful flower"
1222,"planta","plant",A1,noun,"green potted indoor plant"
1223,"balcón","balcony",A1,noun,"cozy apartment balcony view"
1224,"terraza","terrace / patio",A1,noun,"sunny patio terrace chairs"
1225,"jardín","garden",A1,noun,"green flowering garden path"
1226,"garaje","garage",A1,noun,"home garage car parking"
1227,"sótano","basement",A1,noun,"basement storage room"
1228,"techo","ceiling / roof",A1,noun,"house roof tiles sky"
1229,"pared","wall",A1,noun,"modern living room wall"
1230,"suelo","floor",A1,noun,"wooden parquet floor"
1231,"pasillo","hallway / corridor",A1,noun,"bright home hallway"
1232,"escalera","stairs",A1,noun,"wooden home staircase"
1233,"ascensor","elevator",A1,noun,"modern elevator doors"
1234,"entrada","entrance",A1,noun,"house front door entrance"
1235,"salida","exit",A1,noun,"exit sign door"
1236,"cocina","kitchen",A1,noun,"modern clean kitchen"
1237,"comedor","dining room",A1,noun,"dining table chairs set"
1238,"dormitorio","bedroom",A1,noun,"cozy master bedroom"
1239,"baño","bathroom",A1,noun,"clean modern bathroom"
1240,"oficina","office",A1,noun,"desk laptop workspace office"
1241,"tienda","shop / store",A1,noun,"boutique shop front"
1242,"mercado","market",A1,noun,"fresh food market stall"
1243,"supermercado","supermarket",A1,noun,"supermarket aisles cart"
1244,"panadería","bakery",A1,noun,"fresh bakery bread pastries"
1245,"carnicería","butcher shop",A1,noun,"fresh meat butcher shop"
1246,"pescadería","fish market",A1,noun,"fresh seafood fish stall"
1247,"frutería","fruit shop",A1,noun,"fruit stand apples oranges"
1248,"farmacia","pharmacy",A1,noun,"pharmacy store green cross"
1249,"librería","bookstore",A1,noun,"cozy bookstore shelves"
1250,"papelería","stationery shop",A1,noun,"stationery store notebooks"
1251,"banco","bank",A1,noun,"bank building front"
1252,"correos","post office",A1,noun,"post office parcel delivery"
1253,"cine","cinema / movie theater",A1,noun,"cinema auditorium seats"
1254,"teatro","theater",A1,noun,"theater stage red curtains"
1255,"museo","museum",A1,noun,"art museum gallery"
1256,"parque","park",A1,noun,"green city park trees"
1257,"plaza","square / plaza",A1,noun,"town square fountain"
1258,"calle","street",A1,noun,"city street walking path"
1259,"avenida","avenue",A1,noun,"broad city avenue trees"
1260,"puente","bridge",A1,noun,"scenic river bridge"
1261,"estación","station",A1,noun,"train station platform"
1262,"aeropuerto","airport",A1,noun,"airport departure terminal"
1263,"parada","bus stop",A1,noun,"city bus stop shelter"
1264,"puerto","port / harbor",A1,noun,"marina harbor boats"
1265,"hotel","hotel",A1,noun,"luxury hotel building"
1266,"restaurante","restaurant",A1,noun,"restaurant dining table"
1267,"cafetería","café / coffee shop",A1,noun,"cozy café table coffee"
1268,"bar","bar / pub",A1,noun,"cozy tapas bar counter"
1269,"hospital","hospital",A1,noun,"hospital entrance building"
1270,"clínica","clinic",A1,noun,"medical clinic reception"
1271,"escuela","school",A1,noun,"elementary school classroom"
1272,"colegio","school / college",A1,noun,"school building playground"
1273,"universidad","university",A1,noun,"university campus buildings"
1274,"biblioteca","library",A1,noun,"quiet library books desk"
1275,"gimnasio","gym",A1,noun,"fitness gym weights equipment"
1276,"piscina","swimming pool",A1,noun,"outdoor resort swimming pool"
1277,"estadio","stadium",A1,noun,"sports stadium field lights"
1278,"playa","beach",A1,noun,"sunny ocean sand beach"
1279,"mar","sea",A1,noun,"blue ocean sea waves"
1280,"río","river",A1,noun,"flowing mountain river"
1281,"lago","lake",A1,noun,"serene mountain blue lake"
1282,"montaña","mountain",A1,noun,"snowy mountain peak sky"
1283,"bosque","forest / woods",A1,noun,"lush green forest trees"
1284,"campo","countryside / field",A1,noun,"green meadow field sky"
1285,"isla","island",A1,noun,"tropical island palm ocean"
1286,"sol","sun",A1,noun,"bright golden sun sky"
1287,"luna","moon",A1,noun,"glowing full moon night"
1288,"estrella","star",A1,noun,"starry night sky stars"
1289,"nube","cloud",A1,noun,"white fluffy sky clouds"
1290,"lluvia","rain",A1,noun,"rain drops window street"
1291,"nieve","snow",A1,noun,"winter white falling snow"
1292,"viento","wind",A1,noun,"blowing wind autumn leaves"
1293,"fuego","fire",A1,noun,"cozy fireplace flame"
1294,"aire","air",A1,noun,"fresh clear blue sky air"
1295,"tierra","earth / land",A1,noun,"planet earth soil green"
1296,"agua","water",A1,noun,"clear pouring water glass"
1297,"pan","bread",A1,noun,"loaf of fresh baked bread"
1298,"leche","milk",A1,noun,"glass of fresh white milk"
1299,"queso","cheese",A1,noun,"yellow cheese wedge board"
1300,"mantequilla","butter",A1,noun,"fresh butter dish block"
1301,"huevo","egg",A1,noun,"fresh farm eggs bowl"
1302,"carne","meat",A1,noun,"grilled beef steak plate"
1303,"pollo","chicken",A1,noun,"roasted chicken dish"
1304,"pescado","fish",A1,noun,"cooked fresh fish meal"
1305,"arroz","rice",A1,noun,"steamed white rice bowl"
1306,"pasta","pasta",A1,noun,"italian spaghetti pasta meal"
1307,"sopa","soup",A1,noun,"steaming vegetable soup bowl"
1308,"ensalada","salad",A1,noun,"fresh green salad bowl"
1309,"fruta","fruit",A1,noun,"colorful fresh fruit basket"
1310,"manzana","apple",A1,noun,"ripe red fresh apple"
1311,"plátano","banana",A1,noun,"bunch of yellow bananas"
1312,"naranja","orange",A1,noun,"juicy fresh orange fruit"
1313,"limón","lemon",A1,noun,"yellow fresh lemon slices"
1314,"fresa","strawberry",A1,noun,"sweet red strawberries"
1315,"uva","grape",A1,noun,"purple juicy grapes vine"
1316,"tomate","tomato",A1,noun,"ripe red fresh tomatoes"
1317,"patata","potato",A1,noun,"fresh potatoes wooden table"
1318,"zanahoria","carrot",A1,noun,"fresh orange carrots"
1319,"cebolla","onion",A1,noun,"fresh white bulb onion"
1320,"ajo","garlic",A1,noun,"garlic cloves bulb table"
1321,"sal","salt",A1,noun,"white salt shaker spice"
1322,"pimienta","pepper",A1,noun,"black pepper shaker spice"
1323,"aceite","oil",A1,noun,"olive oil bottle pouring"
1324,"vinagre","vinegar",A1,noun,"glass vinegar bottle salad"
1325,"azúcar","sugar",A1,noun,"white sugar bowl spoon"
1326,"café","coffee",A1,noun,"steaming coffee cup saucer"
1327,"té","tea",A1,noun,"hot tea cup lemon slice"
1328,"zumo","juice",A1,noun,"fresh orange juice glass"
1329,"vino","wine",A1,noun,"red wine glass bottle"
1330,"cerveza","beer",A1,noun,"cold draft beer mug foam"
1331,"camisa","shirt",A1,noun,"collared dress shirt buttoned"
1332,"camiseta","t-shirt",A1,noun,"casual cotton t-shirt"
1333,"pantalón","pants / trousers",A1,noun,"denim jeans trousers"
1334,"falda","skirt",A1,noun,"stylish summer skirt outfit"
1335,"vestido","dress",A1,noun,"elegant summer dress fashion"
1336,"chaqueta","jacket",A1,noun,"warm zip jacket coat"
1337,"abrigo","coat",A1,noun,"heavy winter coat rack"
1338,"jersey","sweater",A1,noun,"warm knit sweater folded"
1339,"zapato","shoe",A1,noun,"pair of leather shoes"
1340,"bota","boot",A1,noun,"pair of leather boots"
1341,"zapatilla","sneaker / slipper",A1,noun,"sports sneakers shoes"
1342,"calcetín","sock",A1,noun,"pair of warm wool socks"
1343,"sombrero","hat",A1,noun,"stylish sun hat beach"
1344,"gorra","cap",A1,noun,"baseball cap sports"
1345,"guante","glove",A1,noun,"pair of winter gloves"
1346,"bufanda","scarf",A1,noun,"cozy knit winter scarf"
1347,"cinturón","belt",A1,noun,"leather waist belt buckle"
1348,"bolso","handbag / purse",A1,noun,"stylish leather handbag"
1349,"mochila","backpack",A1,noun,"travel hiking backpack"
1350,"maleta","suitcase",A1,noun,"rolling travel suitcase"
1351,"gafas","glasses",A1,noun,"modern eyeglasses frame desk"
1352,"reloj","watch",A1,noun,"wrist watch time clock"
1353,"paraguas","umbrella",A1,noun,"open umbrella rainy day"
1354,"llave","key",A1,noun,"metal door key keychain"
1355,"moneda","coin",A1,noun,"silver gold coins money"
1356,"billete","banknote / ticket",A1,noun,"paper money cash bill"
1357,"cartera","wallet",A1,noun,"leather pocket wallet cash"
1358,"tarjeta","card",A1,noun,"credit card payment chip"
1359,"móvil","mobile phone",A1,noun,"modern smartphone screen"
1360,"ordenador","computer",A1,noun,"desktop computer screen desk"
1361,"portátil","laptop",A1,noun,"open laptop computer desk"
1362,"pantalla","screen / display",A1,noun,"computer monitor display screen"
1363,"teclado","keyboard",A1,noun,"computer typing keyboard desk"
1364,"ratón","mouse",A1,noun,"computer optical mouse pad"
1365,"camisa","button shirt",A1,noun,"neatly ironed shirt rack"
1366,"bolígrafo","pen",A1,noun,"blue ink ballpoint pen"
1367,"lápiz","pencil",A1,noun,"wooden graphite pencil desk"
1368,"papel","paper",A1,noun,"clean white paper sheet"
1369,"cuaderno","notebook",A1,noun,"open spiral notebook desk"
1370,"libro","book",A1,noun,"open reading book desk"
1371,"periódico","newspaper",A1,noun,"morning newspaper reading coffee"
1372,"revista","magazine",A1,noun,"glossy magazine pages table"
1373,"carta","letter / menu",A1,noun,"paper letter envelope seal"
1374,"paquete","parcel / package",A1,noun,"cardboard parcel box delivery"
1375,"regalo","gift / present",A1,noun,"wrapped gift box ribbon"
1376,"fiesta","party",A1,noun,"celebration party confetti balloons"
1377,"música","music",A1,noun,"headphones music note glowing"
1378,"canción","song",A1,noun,"singer microphone song stage"
1379,"película","movie / film",A1,noun,"movie film reel cinema"
1380,"juego","game",A1,noun,"board game pieces table"
1381,"deporte","sport",A1,noun,"sports balls equipment set"
1382,"fútbol","soccer",A1,noun,"soccer ball grass field"
1383,"baloncesto","basketball",A1,noun,"basketball court hoop net"
1384,"tenis","tennis",A1,noun,"tennis racket ball court"
1385,"natación","swimming",A1,noun,"swimmer ocean pool water"
1386,"carrera","race / run",A1,noun,"runners race track finish line"
1387,"viaje","trip / journey",A1,noun,"airplane travel map passport"
1388,"vacaciones","vacation / holiday",A1,noun,"resort tropical beach lounge"
1389,"trabajo","job / work",A1,noun,"office business workspace desk"
1390,"clase","class / lesson",A1,noun,"classroom teacher blackboard"
1391,"examen","exam / test",A1,noun,"student writing exam paper"
1392,"tarea","homework / task",A1,noun,"studying desk homework books"
1393,"pregunta","question",A1,noun,"question mark symbol sign"
1394,"respuesta","answer",A1,noun,"checkmark green answer correct"
1395,"problema","problem",A1,noun,"puzzle missing piece problem"
1396,"solución","solution",A1,noun,"glowing lightbulb idea solution"
1397,"ejemplo","example",A1,noun,"handwriting whiteboard example"
1398,"número","number",A1,noun,"colorful numbers block set"
1399,"nombre","name",A1,noun,"hello my name is badge tag"
1400,"apellido","surname / last name",A1,noun,"passport document identity form"
1401,"edad","age",A1,noun,"birthday cake candles age"
1402,"fecha","date",A1,noun,"calendar page date circle"
1403,"día","day",A1,noun,"sunny daytime sky landscape"
1404,"noche","night",A1,noun,"starry moonlit night house"
1405,"semana","week",A1,noun,"weekly calendar planner desk"
1406,"mes","month",A1,noun,"monthly calendar page year"
1407,"año","year",A1,noun,"new year celebration fireworks"
1408,"hora","hour / time",A1,noun,"clock hands hour mark"
1409,"minuto","minute",A1,noun,"stopwatch timer minute mark"
1410,"segundo","second",A1,noun,"digital stopwatch race timer"
1411,"alojamiento","accommodation / lodging",A2,noun,"hotel resort room accommodation"
1412,"reserva","reservation / booking",A2,noun,"hotel reservation tablet confirm"
1413,"recepción","reception / front desk",A2,noun,"hotel front desk reception key"
1414,"pasaje","boarding pass / ticket",A2,noun,"airplane boarding pass passport"
1415,"embarque","boarding gate",A2,noun,"airport departure gate plane"
1416,"aduana","customs",A2,noun,"airport customs border check"
1417,"equipaje","luggage / baggage",A2,noun,"travel suitcases baggage cart"
1418,"facturación","check-in",A2,noun,"airport check-in counter desk"
1419,"pasajero","passenger",A2,noun,"train passenger window view"
1420,"conductor","driver",A2,noun,"car driver steering wheel road"
1421,"camarero","waiter",A2,noun,"restaurant waiter bringing dish"
1422,"cocinero","chef / cook",A2,noun,"professional chef cooking kitchen"
1423,"médico","doctor",A2,noun,"doctor stethoscope coat hospital"
1424,"enfermero","nurse",A2,noun,"nurse assisting patient clinic"
1425,"dentista","dentist",A2,noun,"dentist exam chair smile"
1426,"veterinario","veterinarian",A2,noun,"veterinarian inspecting dog puppy"
1427,"policía","police officer",A2,noun,"police officer patrol uniform"
1428,"bombero","firefighter",A2,noun,"firefighter helmet truck equipment"
1429,"profesor","teacher / professor",A2,noun,"teacher explaining classroom board"
1430,"estudiante","student",A2,noun,"college student book campus"
1431,"abogado","lawyer",A2,noun,"lawyer briefcase courtroom office"
1432,"ingeniaro","engineer",A2,noun,"engineer blueprint helmet site"
1433,"arquitecto","architect",A2,noun,"architect model drafting desk"
1434,"mecanico","mechanic",A2,noun,"car mechanic repair garage"
1435,"peluquero","hairdresser",A2,noun,"hairdresser cutting hair salon"
1436,"cartero","mail carrier",A2,noun,"mailman postal delivery bag"
1437,"vendedor","salesperson",A2,noun,"store shop assistant helping customer"
1438,"cliente","customer / client",A2,noun,"customer paying counter smile"
1439,"jefe","boss / manager",A2,noun,"business manager leading meeting"
1440,"empleado","employee",A2,noun,"office worker typing laptop"
1441,"compañero","colleague / classmate",A2,noun,"two coworkers collaborating desk"
1442,"vecino","neighbor",A2,noun,"friendly neighbor waving garden"
1443,"amigo","friend",A2,noun,"two best friends smiling cafe"
1444,"pareja","couple / partner",A2,noun,"happy couple walking park"
1445,"marido","husband",A2,noun,"husband smiling home living room"
1446,"mujer","wife / woman",A2,noun,"happy wife smiling home"
1447,"hijo","son",A2,noun,"father and young son playing"
1448,"hija","daughter",A2,noun,"mother and young daughter hugging"
1449,"padre","father",A2,noun,"loving father smiling family"
1450,"madre","mother",A2,noun,"caring mother smiling kitchen"
1451,"hermano","brother",A2,noun,"two brothers smiling outdoors"
1452,"hermana","sister",A2,noun,"two sisters laughing together"
1453,"abuelo","grandfather",A2,noun,"kind grandfather smiling garden"
1454,"abuela","grandmother",A2,noun,"kind grandmother baking kitchen"
1455,"tio","uncle",A2,noun,"friendly uncle playing kids"
1456,"tia","aunt",A2,noun,"friendly aunt reading child"
1457,"primo","cousin",A2,noun,"cousins playing garden summer"
1458,"sobrino","nephew",A2,noun,"young nephew playing park"
1459,"sobrina","niece",A2,noun,"young niece playing playground"
1460,"familia","family",A2,noun,"happy family embracing sunset"
1461,"cuerpo","body",A2,noun,"human body health fitness"
1462,"cabeza","head",A2,noun,"person head face smile"
1463,"pelo","hair",A2,noun,"long healthy hair woman"
1464,"cara","face",A2,noun,"cheerful woman smiling face"
1465,"ojo","eye",A2,noun,"macro close up eye iris"
1466,"nariz","nose",A2,noun,"close up person nose smile"
1467,"boca","mouth",A2,noun,"smiling mouth teeth white"
1468,"diente","tooth",A2,noun,"clean white healthy teeth"
1469,"oreja","ear",A2,noun,"person ear listening music"
1470,"cuello","neck",A2,noun,"woman neck shoulders portrait"
1471,"hombro","shoulder",A2,noun,"athlete shoulder muscles fitness"
1472,"brazo","arm",A2,noun,"strong muscular arm fitness"
1473,"codo","elbow",A2,noun,"arm joint elbow fitness"
1474,"mano","hand",A2,noun,"open human hand fingers"
1475,"dedo","finger",A2,noun,"pointing finger hand gesture"
1476,"pecho","chest",A2,noun,"chest posture fitness health"
1477,"espalda","back",A2,noun,"spine back posture physical"
1478,"estómago","stomach / belly",A2,noun,"healthy belly stomach digestion"
1479,"pierna","leg",A2,noun,"runner legs track sport"
1480,"rodilla","knee",A2,noun,"knee joint leg exercise"
1481,"pie","foot",A2,noun,"bare feet sandy beach"
1482,"piel","skin",A2,noun,"smooth healthy skin care"
1483,"sangre","blood",A2,noun,"heart blood drop health"
1484,"corazón","heart",A2,noun,"red glowing heart symbol"
1485,"salud","health",A2,noun,"healthy lifestyle fresh food sport"
1486,"enfermedad","disease / illness",A2,noun,"medical care medicine illness"
1487,"dolor","pain / ache",A2,noun,"person holding head headache pain"
1488,"fiebre","fever",A2,noun,"thermometer fever checking patient"
1489,"gripe","flu / cold",A2,noun,"sick person tissue tea blanket"
1490,"tos","cough",A2,noun,"person coughing hand mouth"
1491,"herida","wound / injury",A2,noun,"bandage wound knee care"
1492,"medicina","medicine / drug",A2,noun,"pills medicine bottle pharmacy"
1493,"pastilla","pill / tablet",A2,noun,"medical pills blister pack"
1494,"jarabe","syrup / medicine",A2,noun,"cough syrup bottle spoon"
1495,"venda","bandage / dressing",A2,noun,"medical cotton bandage roll"
1496,"receta","prescription / recipe",A2,noun,"doctor prescription note paper"
1497,"cita","appointment / date",A2,noun,"calendar appointment reminder pen"
1498,"clima","climate / weather",A2,noun,"sunny weather clouds blue sky"
1499,"temperatura","temperature",A2,noun,"thermometer weather degree warm"
1500,"grado","degree",A2,noun,"temperature degrees indicator celsius"
